SET NUMBER|CARD NUMBER|NAME|RARITY|THRESHOLD|TYPE|SUB TYPE|FACTION|SOCKET COUNT|COST|ATK|HEALTH|TEXT|FLAVOR|RESTRICTION|ARTIST|ENTERS PLAY EXHAUSTED|EQUIPMENT STRING|CURRENT RESOURCES ADDED|MAX RESOURCES ADDED|UUID
Primal Dawn|0|Empowered Madness of the Mountain God|Non-Collectible|2 Blood|Troop|Orc Warlock|Aria|0|4|4|4|Each champion's maximum hand size is reduced by 6.|"The minds of the cowards that I ravage shall feed you, Kog'Tepetl."||Pavel Romanov|0||0|0|71b67f5e-945a-4ac1-b040-21c33712415d
Primal Dawn|0|Empowered Nelebrin Vanguard|Non-Collectible|2 Wild|Troop|Elf  Warrior|Aria|0|4|4|3||"I was there. I remember. The forest has healed, but my heart has not."||Gokberk Kaya|0|d436b7df-6736-42a5-b33b-91a8993e4ff3|0|0|ffb42267-47cc-4250-ad01-8b13114e45de
Primal Dawn|0|Empowered Shield Bash|Non-Collectible|1 Diamond|Quick Action||None|0|1|0|0|Target troop gets +2[ATK]/+4[DEF] this turn.|||Mariusz Gandzel|0||0|0|56ca7028-ddc9-442a-a192-bb6235b306b8
Primal Dawn|0|Empowered Rally of Kings|Non-Collectible|2 Diamond|Constant||None|0|3|0|0|Troops you control have +2[ATK]/+2[DEF].|"For today, your king rides amongst you!"||Polar Engine Studio|0||0|0|ea66f07f-6df0-40f8-b842-b2eaa7f5bc30
Primal Dawn|0|Empowered Startouched Watcher|Non-Collectible|1 Sapphire|Troop|Coyotle Warrior|Aria|0|2|0|4||||Giby Joseph|0|aac2c57e-0626-463f-8198-65226badb7a8|0|0|d9fdd90b-c14e-4198-b86f-e7b6c5f53d73
Primal Dawn|0|Empowered Refute|Non-Collectible|1 Sapphire|Quick Action||None|0|3|0|0|Interrupt target card with cost (6) or less.|||Mariusz Gandzel|0||0|0|9ee4b5fa-47e6-45e5-ac97-34efb6614709
Primal Dawn|0|Empowered Pyretic Performer|Non-Collectible|2 Ruby|Troop|Elf Mage|Aria|0|3|3|1|Deploy - Create 2 Scorches and put them into your hand.|... Doubt truth to be a liar,   but never doubt I love.||Bogdan Rezunenko|0||0|0|72665bce-d9f6-42e3-af57-78b0d1cc5a04
Primal Dawn|0|Empowered Benediction|Non-Collectible|1 Diamond|Quick Action||None|0|2|0|0|Up to 2 target cards get Invincible this turn.|... far from turmoil and wicked desires.||JB Casacop|0|478d5d78-abf3-4336-ac50-bdf48a68b21c|0|0|3e29a8e8-a4c0-46f4-b814-1e653a1cf9cf
Primal Dawn|0|Battle Bot|Non-Collectible||Troop, Artifact|Robot|None|0|2|2|2||>>Transmogrification protocol complete||Jonny Klein|0||0|0|fa0b757f-23e7-4445-9f45-0a3ca2a0937e
Primal Dawn|0|Empowered Justicar of Aryndel|Non-Collectible|3 Wild|Troop|Elf Ranger|Aria|0|3|4|4|This can't be interrupted.|The Justicars continued to vigilantly guard Aryndel Palace until Titania returned.||Sherol Eak|0||0|0|b76e3a44-6bb0-4169-baad-ec68e91626c0
Primal Dawn|0|Empowered Justicar of Aryndel|Non-Collectible|3 Wild|Troop|Elf Ranger|Aria|0|3|4|4|This can't be interrupted.|Other than the century she spent mourning Oberon, Titania has dwelt in the Palace since it was built.||Wei Zi|0||0|0|4ed5760e-ddcc-4d0c-aff3-4f6345cec045
Primal Dawn|0|Cheese Goliath|Non-Collectible|3 Wild|Troop|Giant Cheese|None|0|10|7|5|Crush, Steadfast|Buttery, with a nutty, well-finished flavor, this firm, dense, creamy cheese has a bit of a caramel finish. Be careful not to age too long, or it could become choleric.||Rafael Teruel|0||0|0|2ee538d3-1b0a-48a7-918a-278daa188b5a
Primal Dawn|0|Dragon Valley Brie|Non-Collectible|1 Wild|Constant|Cheese|None|0|4|0|0|At the start of your turn, gain 1 health.|Ah, the Queen of Cheeses. Exported with care from Dragon Valley, its complex flavor makes it the perfect dessert cheese. Must be served at room temperature.||Yoann Boissonnet|0||0|0|1a61ab32-1470-4b18-864b-23ce6054d126
Primal Dawn|0|Kraken Barrel Cheddar|Non-Collectible|2 Wild|Basic Action|Cheese|None|0|6|0|0|Put target card in a crypt into your hand.|Our cheddar is matured for six years, giving it a firm texture and full flavor. The rind is then dipped in seawater, giving it just the slightest hint of salt.||Yoann Boissonnet|0||0|0|804d6d02-a77a-43c9-9fc0-07ebb242495b
Primal Dawn|0|Empowered Greenpaw Emancipator|Non-Collectible|2 Wild|Troop|Coyotle Warrior|Aria|0|5|4|3|Deploy - Summon 4 Shroompin.    Shroomkin you control have +2[ATK]/+2[DEF].|"... and feed him to the Mushwocky." -Yazukan||Danh Nguyen|0||0|0|7aa9c5dc-8ee1-42e8-9041-f9fb66dc68ff
Primal Dawn|0|Empowered Mackerel Mitts|Non-Collectible|1 Sapphire|Quick Action||None|0|3|0|0|Attacking troops get -2[ATK].|... we've all haddock enough of this.||Robb Mommaerts|0||0|0|e5e55063-f34a-4bea-aa77-533a58797e05
Primal Dawn|0|Eternal Mender|Non-Collectible||Troop, Artifact|Construct|None|0|6|6|6|When this deals damage to an opposing champion, gain health equal to your health.|"The Eternals were not built on Entrath. They are not from the Void. Do they come from an entirely separate existence?" -Archmage Wrenlocke||Israel Carrion|0||0|0|6e0b695f-1e86-4cb4-a090-9c809a763458
Primal Dawn|0|Eternal Scholar|Non-Collectible||Troop, Artifact|Construct|None|0|6|6|6|When this deals damage to an opposing champion, draw a card for each card in your hand.|"The Eternals are machines, we know that much. But who built them? And why?" -Archmage Wrenlocke||Israel Carrion|0||0|0|370a4f5b-f983-4238-8996-bba4ab6bfbcb
None_Defined|0|Learn Spell: Telekinesis|Non-Collectible||Champion||None|0|0|0|0|6[SP] -> Put target card into its controller's hand.||||0||0|0|0b51ca7b-54ee-4710-b009-9c5622932831
None_Defined|0|Secret Knowledge|Non-Collectible||Champion||None|0|0|0|0|At the start of the game, a random non-resource card in the top five cards of your deck gets cost -(2).||||0||0|0|1fab66e7-e6d8-4040-a0bc-1222cee18d66
None_Defined|0|Blessed by the Sun|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck and it's January or February, create a Zodiac Dream and put it into your deck. If you have 100 or more cards in your deck and it's March or April, create a Zodiac Plainsrunner and put it into your deck. If you have 100 or more cards in your deck and it's May or June, create a Zodiac Thunderbird and put it into your deck. If you have 100 or more cards in your deck and it's July or August, create a Zodiac Sands and put it into your deck. If you have 100 or more cards in your deck and it's September or October, create a Zodiac Observer and put it into your deck. If you have 100 or more cards in your deck and it's November or December, create a Zodiac Sister Midnight and put it into your deck. Then, if it's January or February, create a Zodiac Dream and put it into your deck. Then, if it's March or April, create a Zodiac Plainsrunner and put it into your deck. Then, if it's May or June, create a Zodiac Thunderbird and put it into your deck. Then, if it's July or August, create a Zodiac Sands and put it into your deck. Then, if it's September or October, create a Zodiac Observer and put it into your deck. Then, if it's November or December, create a Zodiac Sister Midnight and put it into your deck.||||0||0|0|c33421bc-65db-4e9f-bdb5-6dfd946229dc
None_Defined|0|Learn Spell: Tornado|Non-Collectible||Champion||None|0|0|0|0|7[SP] -> Deal 0 to 3 damage at random to each non-Coyotle non-Elemental troop.||||0||0|0|ba383845-7aaa-481e-ab11-7a4a93782d1f
None_Defined|0|Children of the Zodiac|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck and it's January or February, create a Zodiac Dream and put it into your deck. If you have 100 or more cards in your deck and it's March or April, create a Zodiac Plainsrunner and put it into your deck. If you have 100 or more cards in your deck and it's May or June, create a Zodiac Thunderbird and put it into your deck. If you have 100 or more cards in your deck and it's July or August, create a Zodiac Sands and put it into your deck. If you have 100 or more cards in your deck and it's September or October, create a Zodiac Observer and put it into your deck. If you have 100 or more cards in your deck and it's November or December, create a Zodiac Sister Midnight and put it into your deck. Then, if it's January or February, create a Zodiac Dream and put it into your deck. Then, if it's March or April, create a Zodiac Plainsrunner and put it into your deck. Then, if it's May or June, create a Zodiac Thunderbird and put it into your deck. Then, if it's July or August, create a Zodiac Sands and put it into your deck. Then, if it's September or October, create a Zodiac Observer and put it into your deck. Then, if it's November or December, create a Zodiac Sister Midnight and put it into your deck.||||0||0|0|ee2dcc5e-b2c3-4eb2-a92d-28b19a5d2507
None_Defined|0|Cosmic Powers|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck, gain 5 health. Gain two charges.||||0||0|0|6a097c9b-4b2f-482d-92bc-14802bb02041
None_Defined|0|Blessing Rod|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, create a Blessing Rod and put it into play.||||0||0|0|c9c8a76d-b989-49e3-9965-813f941448cb
None_Defined|0|Learn Spell: Technomorph|Non-Collectible||Champion||None|0|0|0|0|5[SP] -> Transform target troop into a random artifact.||||0||0|0|140d1096-a4f0-4911-a987-6c2089cc07b4
None_Defined|0|Stone Body|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, you get Armor 1.||||0||0|0|ca6b38fb-d116-4ac7-b908-71cb79f432e9
None_Defined|0|Friend of Jank Bot|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 150 or more cards in your deck, gain two charges.||||0||0|0|a25a4156-0397-4ae2-959a-7d57b4d4a457
None_Defined|0|Learn Spell: Embiggen|Non-Collectible||Champion||None|0|0|0|0|7[SP] -> Target troop gets +3[ATK]/+3[DEF].||||0||0|0|631c5b27-fd8c-48e4-a174-32f1b1a2e70d
None_Defined|0|Learn Spell: Polymorph Beast|Non-Collectible||Champion||None|0|0|0|0|7[SP] -> Revert and transform target troop into a random Beast with cost (2).||||0||0|0|57945a6d-2529-4f4d-93a9-8b3d99053b9d
None_Defined|0|Heroism|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you are on a dungeon boss encounter, your starting hand size is increased by 1 and your maximum hand size is increased by 1.||||0||0|0|9c5f9cf4-6250-4ffb-b9ce-542c35c0d237
None_Defined|0|Defensive Aura|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, you get Armor 1.||||0||0|0|06ca73f5-ffca-4fc6-8102-cee6edc0f964
None_Defined|0|Learn Spell: Mind Break|Non-Collectible||Champion||None|0|0|0|0|6[SP] -> Put the top card of each opposing champion's deck into your hand.||||0||0|0|8cf6d1e1-554a-40fa-92a2-aef2e6a17c08
None_Defined|0|Shard Attuned|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have eight or more blood cards in your deck, gain 1 health.    Before the start of the game, if you have eight or more diamond cards in your deck, gain 1 health.    Before the start of the game, if you have eight or more ruby cards in your deck, gain 1 health.    Before the start of the game, if you have eight or more sapphire cards in your deck, gain 1 health.    Before the start of the game, if you have eight or more wild cards in your deck, gain 1 health.||||0||0|0|30a879f4-3493-42ba-968f-f5438dda8269
None_Defined|0|Learn Spell: Frenzy|Non-Collectible||Champion||None|0|0|0|0|6[SP] -> Target troop gets Rage 2 and "This can't block."||||0||0|0|4773fce7-1d9f-4684-ac82-a064bf8ab22c
None_Defined|0|Fearless|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you are on your last dungeon life, your starting hand size is increased by 1 and your maximum hand size is increased by 1.||||0||0|0|ce960ee6-0d10-4fd8-b9e8-97f586d7abcd
None_Defined|0|Violent|Non-Collectible||Champion||None|0|0|0|0|At the start of the game, a random troop in your hand gets Rage 1.||||0||0|0|8db2be8a-3d90-4ed4-88d8-22f14a5f4180
None_Defined|0|Fertility Magic|Non-Collectible||Champion||None|0|0|0|0|25% chance: When you play a Shin'hare, create a Battle Hopper and put it into play.||||0||0|0|065b5aaa-3405-4a09-8a32-8cc42e881ad3
None_Defined|0|Learn Spell: Transmutation|Non-Collectible||Champion||None|0|0|0|0|6[SP] -> Destroy target troop. That troop's controller draws a card.||||0||0|0|124d2c07-b042-451e-9c7a-a3dfca94d31a
None_Defined|0|Power Harvest|Non-Collectible||Champion||None|0|0|0|0|When a troop you control dies, there's a 25% chance you gain 1[SP].||||0||0|0|bf79e4a5-98e6-4e09-a529-f9cd15f8f7a3
None_Defined|0|Overwhelm|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you lost the last dungeon game on this same encounter, create a random Shin'hare with cost (1) and put it into play.||||0||0|0|47dae9d8-3370-47e4-a33c-9e2e6deb4aa4
None_Defined|0|Learn Spell: Weakness|Non-Collectible||Champion||None|0|0|0|0|2[SP] -> Target troop gets -1[ATK].||||0||0|0|36b8c9cc-fbff-44cf-88e8-f272265cbf81
None_Defined|0|Ruthlessly Efficient|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have not lost a life in this dungeon, gain two charges.||||0||0|0|1aff9052-0d77-4411-b221-ee2651885581
None_Defined|0|Devoted|Non-Collectible||Champion||None|0|0|0|0|At the start of the game, a random action in your hand gets cost -(1).||||0||0|0|b1c0e607-6c83-43b3-8fea-930b18398026
None_Defined|0|Berserking|Non-Collectible||Champion||None|0|0|0|0|All combat damage dealt to champions is increased by 1.||||0||0|0|f3eeb43c-b8f1-4e7c-8896-defcf5f7e1a0
None_Defined|0|Adrenaline|Non-Collectible||Champion||None|0|0|0|0|When you are dealt damage, there's a 25% chance you gain a charge.||||0||0|0|c98a51ac-7936-4f9d-bb3a-05335129fa9c
None_Defined|0|Reinforcements|Non-Collectible||Champion||None|0|0|0|0|[ONE-SHOT]: (2) -> Put a random Trained troop from your deck into your hand.||||0||0|0|c34ee5bb-dde4-4bf4-9a71-fc8b8d8df13e
None_Defined|0|Pray|Non-Collectible||Champion||None|0|0|0|0|[BASIC]: [2] -> Create two Blessings and put them into your deck. If you began the game with 100 or more cards in your deck, create two additional Blessings and put them into your deck.||||0||0|0|7189c229-3519-458d-b373-8a703bc07e0e
None_Defined|0|Affinity: Cleric|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, Clerics in your deck get Lifedrain.||||0||0|0|ed61acd3-f9fd-4fd9-b415-a44e7ddb4dd4
None_Defined|0|Blessing of the Immortals|Non-Collectible||Champion||None|0|0|0|0|When a Blessing is created, there's a 10% chance it transforms into a Blessing of the Immortals.||||0||0|0|4415529e-70ff-44a3-97bf-116f3c2f79e3
None_Defined|0|Child of the Right Hand|Non-Collectible||Champion||None|0|0|0|0|At the start of the game, draw a card for each Blessing in your hand.||||0||0|0|f82eda3a-b410-469d-a5e2-712b09ecca85
None_Defined|0|Healing Aura|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, create a Healing Aura and put it into play.||||0||0|0|1f3cffb8-7847-42da-b8f5-901c4168b809
None_Defined|0|Blessed Birth|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, create four Blessings and put them into your deck. Then, if you have 100 or more cards in your deck, create four additional Blessings and put them into your deck.||||0||0|0|1c18c575-f67b-42b2-b7ef-2df458a0e26a
None_Defined|0|The Righteous Path|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, create a Monument of Faith and put it into play.||||0||0|0|2c1c6e86-cecd-442e-ba36-af32e0ad8c86
None_Defined|0|Unlock: Divine Altar|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck, create two Divine Altars and put it into your deck. Otherwise, create a Divine Altar and put it into your deck.||||0||0|0|72b8cc04-07cf-41b6-b870-4f14d4c9f56c
None_Defined|0|Armed Against the Darkness|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, you get Armor 1.||||0||0|0|ef84e091-1966-439b-9edf-021379d90097
None_Defined|0|Leaders Eat Last|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck, create two Greater Healings and put them into your deck. Otherwise, create a Greater Healing and put it into your deck.||||0||0|0|93af6bfa-643d-4254-ac53-189436188fe1
None_Defined|0|SP Boon|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, gain 1[SP].||||0||0|0|22224df9-269f-444d-95e3-da2915466a13
None_Defined|0|Affinity: Elementals|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, Elementals in your deck get "While this is in your hand: (0) -> Transform this into a random action of the same shards."||||0||0|0|bacaf02f-29e9-42a3-a87a-c6c723d4a703
None_Defined|0|Unlock: Spell Sprites|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck, create four Spell Sprites and put them into your deck. Otherwise, create two Spell Sprites and put them into your deck.||||0||0|0|de7f66ad-309b-4dda-94a3-21bfe5bb31c0
None_Defined|0|Learn Spell: Soothsaying|Non-Collectible||Champion||None|0|0|0|0|4[SP] -> Draw a card, then choose and discard a card.||||0||0|0|183462e0-a33c-4aac-9c11-d1a18f327c84
None_Defined|0|Replenish Spell Power|Non-Collectible||Champion||None|0|0|0|0|[BASIC]: [3] -> Gain 3[SP] to 5[SP] at random.||||0||0|0|059a5757-1776-428d-a5d7-4cab9e97048b
None_Defined|0|Replenish Spell Power|Non-Collectible||Champion||None|0|0|0|0|[BASIC]: [3] -> Gain 4[SP] to 5[SP] at random.||||0||0|0|4bc841d2-ad44-fb60-2940-3f54d4a2f8fd
None_Defined|0|Destruction Magic|Non-Collectible||Champion||None|0|0|0|0|At the start of the game, create a Destruction Magic and put it into your hand.||||0||0|0|a7abc957-a654-4d09-beb3-81cdb6cd3075
None_Defined|0|Spry|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, gain 1[SP].||||0||0|0|b0a6938a-0d8c-4a08-b1a0-c82e152b1254
None_Defined|0|Affinity: Mages|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, Mages in your deck get "When this enters play, gain 1[SP]."||||0||0|0|1000d2ec-b0f2-4cce-8c75-fdfdee470ab3
None_Defined|0|Learning|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, gain 0[SP] to X[SP] at random, where X is equal to the number of Learn Spells you've unlocked.||||0||0|0|1b390944-3607-429f-afef-afd534d0824b
None_Defined|0|Open Mind|Non-Collectible||Champion||None|0|0|0|0|When you cast a spell, if it's the first time that spell was cast, gain 2[SP].||||0||0|0|f0412dc4-bcba-4615-9156-688006088721
None_Defined|0|Unlock: Knowledge is Power|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, if you have 100 or more cards in your deck, create two Knowledge is Powers and put it into your deck. Otherwise, create a Knowledge is Power and put it into your deck.||||0||0|0|c7bf4ccb-fb20-4de6-a8be-05c08fddc8aa
None_Defined|0|Worldly Knowledge|Non-Collectible||Champion||None|0|0|0|0|When you play an action, if you have four or more actions in your crypt, void all actions in your crypt. Then, gain 2[SP].||||0||0|0|60c48bf0-86f7-4dc3-8bff-8a3d2b2668dd
None_Defined|0|Learn Spell: Chaos Missile|Non-Collectible||Champion||None|0|0|0|0|1[SP] -> Deal 1 damage to a random opposing champion or troop.||||0||0|0|e52a758a-5d34-43e7-bc50-3bf82673ceaf
None_Defined|0|Self Knowledge|Non-Collectible||Champion||None|0|0|0|0|Your starting hand size is increased by 1.    Your maximum hand size is increased by 1.||||0||0|0|d9eb70d8-357d-45c0-a9e8-b939558abe78
None_Defined|0|Protection Magic|Non-Collectible||Champion||None|0|0|0|0|At the start of the game, create a Protection Magic and put it into your deck.||||0||0|0|69af119d-afe7-4fd1-80aa-36525b261fa6
None_Defined|0|Eye of Chaos|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, create an Eye of Chaos and put it into play.||||0||0|0|06a0223e-8bfc-476a-97e5-f0e3608b9c65
None_Defined|0|Guardian Golem|Non-Collectible||Champion||None|0|0|0|0|Before the start of the game, create a Guardian Golem and put it into play.||||0||0|0|9db88620-9b6c-47db-aa1d-3a44c7b34f4c
